182,182,182,182,182,182,182,182,182,52,182,182,182,182,182,182
182,182,182,182,182,182,182,182,182,52,182,182,182,182,182,182
182,182,182,182,182,182,182,182,182,52,182,182,182,182,182,182
-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1
81,81,81,81,81,81,81,81,81,52,81,81,81,81,81,81
81,81,81,81,81,81,81,148,148,148,148,81,81,81,81,81
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148
